,set,artist,song,lyrics,start,stop,spk_id,utt_id,mix_file,vox_file,sr
7246,train,3,10,AND THE MAITRE DEE BEYOND'S ON WHATEVER HE WON WHATEVER HE WON WHATEVER HE WON GET THE CHAMPION WHATEVER HE WON HE WON,0095.09,0104.60,mashups_03-part_0010,mashups_03-part_0010-0007246,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7247,train,3,10,HE WON HE WON,0104.60,0109.89,mashups_03-part_0010,mashups_03-part_0010-0007247,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7248,train,3,10,HE WON HE WANT AN ENTOURAGE TEN CAR GARAGE BED LARGE ENOUGH FOR MANNA J TOIZ TOIZ,0109.89,0120.45,mashups_03-part_0010,mashups_03-part_0010-0007248,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7249,train,3,10,A PLATINUM CHAIN WHERE THE GOLD ONE WAS,0120.45,0125.74,mashups_03-part_0010,mashups_03-part_0010-0007249,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7250,train,3,10,A PLATINUM CHAIN WHERE THE GOLD ONE WAS,0125.74,0129.96,mashups_03-part_0010,mashups_03-part_0010-0007250,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7251,train,3,10,A PLATINUM CHAIN WHERE THE GOLD ONE WAS,0129.96,0135.25,mashups_03-part_0010,mashups_03-part_0010-0007251,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7252,train,3,10,<NO_VOX>,0135.25,0142.64,mashups_03-part_0010,mashups_03-part_0010-0007252,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7253,train,3,10,<NO_VOX>,0142.64,0148.98,mashups_03-part_0010,mashups_03-part_0010-0007253,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7254,train,3,10,<NO_VOX>,0148.98,0158.49,mashups_03-part_0010,mashups_03-part_0010-0007254,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7255,train,3,10,I'M NOT A VIOLENT MAN,0158.49,0164.83,mashups_03-part_0010,mashups_03-part_0010-0007255,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7256,train,3,10,YOU GOT BEAT UP BY A LITTLE KID WHAT YOU GOT BEAT UP BY A GIRL PUNCH DRUNK YOU GOT BEAT UP BY A LITTLE KID,0164.83,0173.28,mashups_03-part_0010,mashups_03-part_0010-0007256,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7257,train,3,10,YOU GOT BEAT UP BY A GIRL THAT'S FUCKED UP YOU GOT BEAT UP BY A LITTLE KID,0173.28,0178.57,mashups_03-part_0010,mashups_03-part_0010-0007257,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7258,train,3,10,YOU GOT BEAT UP BY A GIRL A GIRL YOU GOT BEAT UP BY A LITTLE KID YOU GOT BEAT UP BY A GIRL PUNCH DRUNK,0178.57,0187.02,mashups_03-part_0010,mashups_03-part_0010-0007258,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7259,train,3,10,<NO_VOX>,0187.02,0190.19,mashups_03-part_0010,mashups_03-part_0010-0007259,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7260,train,3,10,PUNCH DRUNK PUNCH DRUNK I'M ALL KINDS OF PUNCH DRUNK,0190.19,0196.53,mashups_03-part_0010,mashups_03-part_0010-0007260,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7261,train,3,10,PUNCH DRUNK PUNCH DRUNK I'M ALL KINDS OF PUNCH DRUNK PUNCH DRUNK PUNCH DRUNK,0196.53,0203.92,mashups_03-part_0010,mashups_03-part_0010-0007261,db/mashups_mono/train/3_10/mixture.wav,db/mashups_mono/train/3_10/vocals.wav,44100
7262,train,11,2,<NO_VOX>,0000.92,0012.38,mashups_11-part_0002,mashups_11-part_0002-0007262,db/mashups_mono/train/11_2/mixture.wav,db/mashups_mono/train/11_2/vocals.wav,44100
7263,train,11,2,<NO_VOX>,0012.38,0020.40,mashups_11-part_0002,mashups_11-part_0002-0007263,db/mashups_mono/train/11_2/mixture.wav,db/mashups_mono/train/11_2/vocals.wav,44100
7264,train,2,30,<NO_VOX>,0001.17,0013.71,mashups_02-part_0030,mashups_02-part_0030-0007264,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7265,train,2,30,PLAY ANYTHING AT ALL,0013.71,0021.24,mashups_02-part_0030,mashups_02-part_0030-0007265,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7266,train,2,30,TO KEEP US MOVING OH FEAR,0021.24,0030.02,mashups_02-part_0030,mashups_02-part_0030-0007266,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7267,train,2,30,I DON'T WANT THIS I DON'T WANT YOU TO BE KING,0030.02,0045.07,mashups_02-part_0030,mashups_02-part_0030-0007267,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7268,train,2,30,JUST FALL SIT DOWN I FALL FOR YOU,0045.07,0056.36,mashups_02-part_0030,mashups_02-part_0030-0007268,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7269,train,2,30,FOR YOU,0056.36,0061.37,mashups_02-part_0030,mashups_02-part_0030-0007269,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7270,train,2,30,IS IT ENOUGH TO CLIMB BACK OUT TO HOLD ON TO YOU,0061.37,0077.68,mashups_02-part_0030,mashups_02-part_0030-0007270,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7271,train,2,30,<NO_VOX>,0077.68,0085.20,mashups_02-part_0030,mashups_02-part_0030-0007271,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7272,train,2,30,<NO_VOX>,0085.20,0093.98,mashups_02-part_0030,mashups_02-part_0030-0007272,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7273,train,2,30,<NO_VOX>,0093.98,0104.02,mashups_02-part_0030,mashups_02-part_0030-0007273,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7274,train,2,30,<NO_VOX>,0104.02,0109.03,mashups_02-part_0030,mashups_02-part_0030-0007274,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7275,train,2,30,OH OH,0109.03,0122.83,mashups_02-part_0030,mashups_02-part_0030-0007275,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7276,train,2,30,OH,0122.83,0130.36,mashups_02-part_0030,mashups_02-part_0030-0007276,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7277,train,2,30,OH,0130.36,0139.14,mashups_02-part_0030,mashups_02-part_0030-0007277,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7278,train,2,30,STAY,0139.14,0145.41,mashups_02-part_0030,mashups_02-part_0030-0007278,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7279,train,2,30,WE'LL STAY EVEN TONIGHT,0145.41,0152.93,mashups_02-part_0030,mashups_02-part_0030-0007279,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7280,train,2,30,AND DON'T LOSE YOUR COOL OH WE CAN KEEP THINGS IN LINE,0152.93,0170.49,mashups_02-part_0030,mashups_02-part_0030-0007280,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7281,train,2,30,DON'T DON'T CALL ME A LIAR,0170.49,0184.29,mashups_02-part_0030,mashups_02-part_0030-0007281,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7282,train,2,30,I'M HOLDING ON YEAH I'M CHOOSING WHAT WE BUILT,0184.29,0195.58,mashups_02-part_0030,mashups_02-part_0030-0007282,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7283,train,2,30,<NO_VOX>,0195.58,0201.85,mashups_02-part_0030,mashups_02-part_0030-0007283,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7284,train,2,30,SAY WHAT YOU BEEN MEANING TO SAY,0201.85,0209.37,mashups_02-part_0030,mashups_02-part_0030-0007284,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7285,train,2,30,SAY I'M ALL EARS,0209.37,0214.39,mashups_02-part_0030,mashups_02-part_0030-0007285,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7286,train,2,30,ROLL OVER AND CRAWL HOME,0214.39,0224.42,mashups_02-part_0030,mashups_02-part_0030-0007286,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7287,train,2,30,AND I SWALLOW IT DOWN IF YOU SAY IS WHAT I NEED,0224.42,0234.46,mashups_02-part_0030,mashups_02-part_0030-0007287,db/mashups_mono/train/2_30/mixture.wav,db/mashups_mono/train/2_30/vocals.wav,44100
7288,train,12,48,<NO_VOX>,0000.09,0009.09,mashups_12-part_0048,mashups_12-part_0048-0007288,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7289,train,12,48,<NO_VOX>,0009.09,0018.09,mashups_12-part_0048,mashups_12-part_0048-0007289,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7290,train,12,48,DID I JUST SEE SOMETHING IN YOUR EYES,0018.09,0022.09,mashups_12-part_0048,mashups_12-part_0048-0007290,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7291,train,12,48,LIKE A LITTLE LOOK OF SURPRISE,0022.09,0026.09,mashups_12-part_0048,mashups_12-part_0048-0007291,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7292,train,12,48,WAS THERE A START OF A SMILE THAT'S HEARD ITS HEART,0026.09,0033.09,mashups_12-part_0048,mashups_12-part_0048-0007292,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7293,train,12,48,CALL THE WAY DID YOU JUST READ SOMETHING ON MY FACE,0033.09,0039.09,mashups_12-part_0048,mashups_12-part_0048-0007293,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7294,train,12,48,IN THE SPIRALS THAT I TRACED BY THOSE PARTICLES OF GRACE,0039.09,0047.09,mashups_12-part_0048,mashups_12-part_0048-0007294,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7295,train,12,48,PASSING THROUGH THE CLOUDS OF MY SOUL,0047.09,0052.09,mashups_12-part_0048,mashups_12-part_0048-0007295,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7296,train,12,48,WOULDN'T I SHINE LIKE CRYSTAL CLEAR LIKE AN UNDISTORTED MIRROR,0052.09,0061.09,mashups_12-part_0048,mashups_12-part_0048-0007296,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7297,train,12,48,BUT I'M BROKEN DOWN,0061.09,0066.09,mashups_12-part_0048,mashups_12-part_0048-0007297,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7298,train,12,48,CRACKED OF FEAR AND I KNOW THAT'S SO,0066.09,0074.09,mashups_12-part_0048,mashups_12-part_0048-0007298,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7299,train,12,48,YES I KNOW THAT'S SO HARD,0074.09,0080.09,mashups_12-part_0048,mashups_12-part_0048-0007299,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7300,train,12,48,FOR YOU TO SEE,0080.09,0086.09,mashups_12-part_0048,mashups_12-part_0048-0007300,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7301,train,12,48,DON'T LET GO OF ME NOW,0086.09,0093.09,mashups_12-part_0048,mashups_12-part_0048-0007301,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7302,train,12,48,TAKE ALL OFF MY HAND,0093.09,0097.09,mashups_12-part_0048,mashups_12-part_0048-0007302,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7303,train,12,48,WALK ME TO SOME SWEET AND HOLY LAND,0097.09,0104.09,mashups_12-part_0048,mashups_12-part_0048-0007303,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7304,train,12,48,OF A ROSE AND WITH STILIA,0104.09,0112.09,mashups_12-part_0048,mashups_12-part_0048-0007304,db/mashups_mono/train/12_48/mixture.wav,db/mashups_mono/train/12_48/vocals.wav,44100
7305,train,1,76,JESUS SAVE MY SOUL OH LORD OH JESUS SAVE MY SOUL OH LORD,0000.00,0011.68,mashups_01-part_0076,mashups_01-part_0076-0007305,db/mashups_mono/train/1_76/mixture.wav,db/mashups_mono/train/1_76/vocals.wav,44100
7306,train,1,76,I WAS IN THE DEVIL'S GRASP BUT HE HAS BROUGHT BE BACK NOW THERE'S A FIRE,0011.68,0025.96,mashups_01-part_0076,mashups_01-part_0076-0007306,db/mashups_mono/train/1_76/mixture.wav,db/mashups_mono/train/1_76/vocals.wav,44100
7307,train,1,76,IN MY SOUL SO WILL NEVER BE APART OH JESUS SAVE MY SOUL OH LORD,0025.96,0038.94,mashups_01-part_0076,mashups_01-part_0076-0007307,db/mashups_mono/train/1_76/mixture.wav,db/mashups_mono/train/1_76/vocals.wav,44100
7308,train,2,46,<NO_VOX>,0003.92,0012.12,mashups_02-part_0046,mashups_02-part_0046-0007308,db/mashups_mono/train/2_46/mixture.wav,db/mashups_mono/train/2_46/vocals.wav,44100
7309,train,2,46,<NO_VOX>,0012.12,0020.31,mashups_02-part_0046,mashups_02-part_0046-0007309,db/mashups_mono/train/2_46/mixture.wav,db/mashups_mono/train/2_46/vocals.wav,44100
7310,train,2,46,<NO_VOX>,0020.31,0023.59,mashups_02-part_0046,mashups_02-part_0046-0007310,db/mashups_mono/train/2_46/mixture.wav,db/mashups_mono/train/2_46/vocals.wav,44100
7311,train,2,46,WHEN I WAS A CHILD,0023.59,0030.97,mashups_02-part_0046,mashups_02-part_0046-0007311,db/mashups_mono/train/2_46/mixture.wav,db/mashups_mono/train/2_46/vocals.wav,44100
7312,train,2,46,THE WIND BLEW MY NAME THROUGH THE TREES THE SUN PAINTED PORTRAITS OF ME IN THE SKY,0030.97,0038.34,mashups_02-part_0046,mashups_02-part_0046-0007312,db/mashups_mono/train/2_46/mixture.wav,db/mashups_mono/train/2_46/vocals.wav,44100
7313,train,2,46,WHEN I WAS A CHILD THE ANIMALS THEY SMILED AT ME THE,0038.34,0044.08,mashups_02-part_0046,mashups_02-part_0046-0007313,db/mashups_mono/train/2_46/mixture.wav,db/mashups_mono/train/2_46/vocals.wav,44100
7314,train,2,46,ME THE DAZES HELD MY SECRETS AND DREAMS IN A LINE WHEN,0044.08,0048.99,mashups_02-part_0046,mashups_02-part_0046-0007314,db/mashups_mono/train/2_46/mixture.wav,db/mashups_mono/train/2_46/vocals.wav,44100
7315,train,3,80,<NO_VOX>,0000.00,0010.00,mashups_03-part_0080,mashups_03-part_0080-0007315,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7316,train,3,80,<NO_VOX>,0010.00,0014.00,mashups_03-part_0080,mashups_03-part_0080-0007316,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7317,train,3,80,CRACK THE KNOCKS ICE THE CUTS RIGHT EYE SWOLLEN HALF WAY SHOT TROPICAL FRUTA WHAT A STRAIGHT UP KNIFE TO A FIST FIGHT PUNCH IN A CUP,0014.00,0024.00,mashups_03-part_0080,mashups_03-part_0080-0007317,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7318,train,3,80,A GLASS GLASS THE JAW SOUTH THE PALL WRAPPED THEM FIST LIKE A CASTING CALL,0024.00,0029.00,mashups_03-part_0080,mashups_03-part_0080-0007318,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7319,train,3,80,GET OFF THE ROPES WE'RE ABOUT TO BRAWL IS THIS PUNCH TOO SWEET CIAO,0029.00,0036.00,mashups_03-part_0080,mashups_03-part_0080-0007319,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7320,train,3,80,<NO_VOX>,0036.00,0042.00,mashups_03-part_0080,mashups_03-part_0080-0007320,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7321,train,3,80,WE GET IT ROCKY BALBOA A BEE A BARACK OBAMA PUT THAT ASS UP IN A COMA COMMA,0042.00,0048.00,mashups_03-part_0080,mashups_03-part_0080-0007321,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7322,train,3,80,TAX AVENGER TRAUMA TRAUMA BLOOD DONOR DAMA BARE IT BANDA HOT BOX AND MARY JANE FUNDER IS WE GONE YET,0048.00,0054.00,mashups_03-part_0080,mashups_03-part_0080-0007322,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7323,train,3,80,CAUSE I'M A MOTHERFUCKING GOUNER SIPPING PUNCH TO A STRAW IN A HONDA CAPTAIN CRUNCH EATING BRUNCH WITH MADONNA STOMPED CAUSE THAT KUNK KEEP ASKING FOR BANANA,0054.00,0064.00,mashups_03-part_0080,mashups_03-part_0080-0007323,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7324,train,3,80,DO YOU HAVE ANY BANANA WHAT THE FUCK IS A BANANA,0064.00,0069.00,mashups_03-part_0080,mashups_03-part_0080-0007324,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7325,train,3,80,<NO_VOX>,0069.00,0075.00,mashups_03-part_0080,mashups_03-part_0080-0007325,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7326,train,3,80,<NO_VOX>,0075.00,0082.00,mashups_03-part_0080,mashups_03-part_0080-0007326,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7327,train,3,80,BE THE CHAMPION WITH THE CHAMP BEYOND MOHAMMED ALI SHRIMPS SCAMP A DAWN NO RESERVATION AT THE RESTAURANT,0082.00,0090.00,mashups_03-part_0080,mashups_03-part_0080-0007327,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7328,train,3,80,AND THE MAITRE DEE BEYOND'S ON WHATEVER HE WON WHATEVER HE WON WHATEVER HE WON GET THE CHAMPION WHATEVER HE WON HE WON,0090.00,0099.00,mashups_03-part_0080,mashups_03-part_0080-0007328,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7329,train,3,80,HE WON HE WON,0099.00,0104.00,mashups_03-part_0080,mashups_03-part_0080-0007329,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7330,train,3,80,HE WON HE WANT AN ENTOURAGE TEN CAR GARAGE BED LARGE ENOUGH FOR MANNA J TOIZ TOIZ,0104.00,0114.00,mashups_03-part_0080,mashups_03-part_0080-0007330,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7331,train,3,80,A PLATINUM CHAIN WHERE THE GOLD ONE WAS,0114.00,0119.00,mashups_03-part_0080,mashups_03-part_0080-0007331,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7332,train,3,80,A PLATINUM CHAIN WHERE THE GOLD ONE WAS,0119.00,0123.00,mashups_03-part_0080,mashups_03-part_0080-0007332,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7333,train,3,80,A PLATINUM CHAIN WHERE THE GOLD ONE WAS,0123.00,0128.00,mashups_03-part_0080,mashups_03-part_0080-0007333,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7334,train,3,80,<NO_VOX>,0128.00,0135.00,mashups_03-part_0080,mashups_03-part_0080-0007334,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7335,train,3,80,<NO_VOX>,0135.00,0141.00,mashups_03-part_0080,mashups_03-part_0080-0007335,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7336,train,3,80,<NO_VOX>,0141.00,0150.00,mashups_03-part_0080,mashups_03-part_0080-0007336,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7337,train,3,80,I'M NOT A VIOLENT MAN,0150.00,0156.00,mashups_03-part_0080,mashups_03-part_0080-0007337,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7338,train,3,80,YOU GOT BEAT UP BY A LITTLE KID WHAT YOU GOT BEAT UP BY A GIRL PUNCH DRUNK YOU GOT BEAT UP BY A LITTLE KID,0156.00,0164.00,mashups_03-part_0080,mashups_03-part_0080-0007338,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7339,train,3,80,YOU GOT BEAT UP BY A GIRL THAT'S FUCKED UP YOU GOT BEAT UP BY A LITTLE KID,0164.00,0169.00,mashups_03-part_0080,mashups_03-part_0080-0007339,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7340,train,3,80,YOU GOT BEAT UP BY A GIRL A GIRL YOU GOT BEAT UP BY A LITTLE KID YOU GOT BEAT UP BY A GIRL PUNCH DRUNK,0169.00,0177.00,mashups_03-part_0080,mashups_03-part_0080-0007340,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7341,train,3,80,<NO_VOX>,0177.00,0180.00,mashups_03-part_0080,mashups_03-part_0080-0007341,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7342,train,3,80,PUNCH DRUNK PUNCH DRUNK I'M ALL KINDS OF PUNCH DRUNK,0180.00,0186.00,mashups_03-part_0080,mashups_03-part_0080-0007342,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7343,train,3,80,PUNCH DRUNK PUNCH DRUNK I'M ALL KINDS OF PUNCH DRUNK PUNCH DRUNK PUNCH DRUNK,0186.00,0193.00,mashups_03-part_0080,mashups_03-part_0080-0007343,db/mashups_mono/train/3_80/mixture.wav,db/mashups_mono/train/3_80/vocals.wav,44100
7344,train,12,57,<NO_VOX>,0002.36,0013.36,mashups_12-part_0057,mashups_12-part_0057-0007344,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7345,train,12,57,I SAW YOU TOSS THE CATS ON HIGH AND BLOW THE BIRDS ABOVE THE SKY,0013.36,0022.36,mashups_12-part_0057,mashups_12-part_0057-0007345,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7346,train,12,57,AND ALL AROUND I HEARD YOU PASS LIKE LADY SKIRTS ACROSS THE GRASS,0022.36,0031.36,mashups_12-part_0057,mashups_12-part_0057-0007346,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7347,train,12,57,OH WIND A BLOWING ALL DAY LONG,0031.36,0040.36,mashups_12-part_0057,mashups_12-part_0057-0007347,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7348,train,12,57,OH WIND THAT SEEMS SO LOUD AS SONG,0040.36,0050.36,mashups_12-part_0057,mashups_12-part_0057-0007348,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7349,train,12,57,I SAW THE DIFFERENT THINGS YOU DID BUT ALWAYS YOU YOURSELF YOU HIT,0050.36,0058.36,mashups_12-part_0057,mashups_12-part_0057-0007349,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7350,train,12,57,I FELT YOUR PUSH I HEARD YOU CRAWL I COULD NOT SEE YOURSELF AT ALL,0058.36,0066.36,mashups_12-part_0057,mashups_12-part_0057-0007350,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7351,train,12,57,OH WIND A BLOWING ALL DAY LONG,0066.36,0075.36,mashups_12-part_0057,mashups_12-part_0057-0007351,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7352,train,12,57,OH WIND THAT SEEMS SO LOUD AS SONG,0075.36,0084.36,mashups_12-part_0057,mashups_12-part_0057-0007352,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7353,train,12,57,OH WIND,0084.36,0089.36,mashups_12-part_0057,mashups_12-part_0057-0007353,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7354,train,12,57,OH WIND THAT SEEMS SO LOUD AS SONG,0089.36,0098.36,mashups_12-part_0057,mashups_12-part_0057-0007354,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7355,train,12,57,OH YOU THAT ARE SO STRONG AND COLD,0098.36,0104.36,mashups_12-part_0057,mashups_12-part_0057-0007355,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7356,train,12,57,OH BLOWER ARE YOU YOUNG OR OLD,0104.36,0109.36,mashups_12-part_0057,mashups_12-part_0057-0007356,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7357,train,12,57,ARE YOU A BEAST OF FIELD AND TREE OR JUST A STRONGER CHILD THAN ME,0109.36,0116.36,mashups_12-part_0057,mashups_12-part_0057-0007357,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7358,train,12,57,OH WIND,0116.36,0122.36,mashups_12-part_0057,mashups_12-part_0057-0007358,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7359,train,12,57,OH WIND OH OH,0122.36,0128.36,mashups_12-part_0057,mashups_12-part_0057-0007359,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
7360,train,12,57,OH OH OH,0128.36,0135.36,mashups_12-part_0057,mashups_12-part_0057-0007360,db/mashups_mono/train/12_57/mixture.wav,db/mashups_mono/train/12_57/vocals.wav,44100
